TRAK_PROGRAM,DISTRICT,COUNTY,CONTRACT_ID,SYP_NO,FUND_CODE,PROGRAM_CODE,FED_PROJECT_NUM,CONTRACTOR,PROJECT_NM,LETTING_DATE,AWARD_AMOUNT,CALCULATED_AWARDED_AMOUNT
Highway Improvement,District 11,Leslie,211304,11-01078.00,"STP, BRO",,STP BRO 4211 (050),M&M SERVICES CO INC,DE06604212020,2021-02-19,1856109.98,1856109.98
Rural Roads Projects,District 11,Bell,213037,,,CB06,CB06 007 0072 000-004,HINKLE CONTRACTING COMPANY LLC,1100700722001,2021-01-29,354123.7,354123.7
Miscellaneous,District 11,Various,212011,,,FE01,FE01 121 DW21 0110000,REYNOLDS-CENTRAL SEAL A JOINT VENTURE,MP121000002111,2021-01-29,1720000.0,1719999.99
Bridge Asset Management,District 11,Clay,215152,11-10003.00,"STP, BRZ",,STP BRZ 9030 (253),IRVINE CONTRACTING LIMITED LIABILITY COMPANY,BR02618501900,2021-01-29,515220.05,515220.05
Highway Improvement,District 11,Clay,211303,11-08003.00,,FD04,FD04 SPP 026 0421 013-017,BUSH & BURCHETT INC,DE02604212103,2021-01-29,24573076.58,24573076.58
Pavement Asset Management,District 11,Bell,202326,,,FD05,FD05 007 0190 000-005,HINKLE CONTRACTING COMPANY LLC,MP00701902002,2020-12-11,252729.34,252729.34
Pavement Asset Management,District 11,Jackson,202322,,,FD05,FD05 055 0030 000-006,STRAWSER CONSTRUCTION INC,MP05500302001,2020-12-11,735765.95,735765.95
Pavement Asset Management,District 11,Harlan,202328,,,FD05,FD05 048 0160 011-013,MOUNTAIN ENTERPRISES INC,MP04801602001,2020-12-11,99708.82,99708.82
Pavement Asset Management,District 11,Harlan,202330,,,FD05,FD05 048 0038 008-011,STRAWSER CONSTRUCTION INC,MP04800382001,2020-12-11,127797.06,127797.06
Pavement Asset Management,District 11,Knox,202324,,,FD05,FD05 061 025E 005-009,STRAWSER CONSTRUCTION INC,MP061025E2001,2020-12-11,570491.15,570491.15
Pavement Asset Management,District 11,Laurel,202319,11-20033.00,,NHPP,NHPP 9040(014),L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06300802001,2020-12-11,2804510.77,1589563.4
Pavement Asset Management,District 11,Laurel,202319,11-20033.00,STP,,STP 9040(014),L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06300802002,2020-12-11,2804510.77,737869.51
Pavement Asset Management,District 11,Laurel,202319,11-20033.00,STP,,STP 9040(014),L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06304902001,2020-12-11,2804510.77,477077.86
Highway Improvement,District 11,Clay,201321,11-08856.00,,FD04,FD04 026 0066 032-034,JAVE LLC,DE02600662021,2020-11-20,487365.01,487365.01
Highway Improvement,District 11,Whitley,201034,11-20015.00,,NHPP,NHPP 0751(090),L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,DE11800752034,2020-11-20,10474017.7,10474017.7
Pavement Asset Management,District 11,Bell,202217,11-20034.00,STP,,STP 9040(002),HINKLE CONTRACTING COMPANY LLC,MP00701902001,2020-10-09,495837.21,495837.21
Pavement Asset Management,District 11,Whitley,202149,11-20035.00,STP,,STP 9040(035),L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP11800262001,2020-10-09,1182535.5,1182535.5
Pavement Asset Management,District 11,Harlan,202208,11-20032.00,STP,,STP 9040(011),MOUNTAIN ENTERPRISES INC,MP04802212001,2020-10-09,1218594.0,1218594.0
Pavement Asset Management,District 11,Knox,202093,,,FD05,FD05 061 3085 000-003,HINKLE CONTRACTING COMPANY LLC,MP06130852001,2020-09-25,224644.3,179081.22
Pavement Asset Management,District 11,Knox,202093,,,FD05,FD05 061 2413 000-001,HINKLE CONTRACTING COMPANY LLC,MP06124132001,2020-09-25,224644.3,45563.08
Pavement Asset Management,District 11,Bell,202096,,,FD05,FD05 007 0092 000-008,AMERICAN PAVEMENTS INC,MP00700922002,2020-03-20,465008.48,465008.48
Pavement Asset Management,District 11,Jackson,202103,,,FD05,FD05 055 0089 026-029,AMERICAN PAVEMENTS INC,MP05500892001,2020-03-20,201955.64,201955.64
Pavement Asset Management,District 11,Laurel,202105,,,FD05,FD05 063 2388 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP06323882001,2020-03-20,73473.74,73473.74
Pavement Asset Management,District 11,Jackson,202100,,,FD05,FD05 055 3630 000-004,STRAWSER CONSTRUCTION INC,MP05536302001,2020-03-20,241154.86,241154.86
Pavement Asset Management,District 11,Clay,202048,,,FD05,FD05 026 2438 000-001,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP02624382001,2020-02-21,251604.29,33589.77
Pavement Asset Management,District 11,Clay,202048,,,FD05,FD05 026 0472 000-002,L-M ASPHALT PARTNERS LTD D/B/A ATS CONSTRUCTION,MP02604722001,2020-02-21,251604.29,218014.52
Bridge Asset Management,District 11,Whitley,202902,,,FE02,"FE02 118 0075 B00063L,R",INTECH CONTRACTING LLC,MB11800752001,2020-02-21,448833.0,448833.0
Safety,District 11,Various,204109,11-00976.00,,HSIP,HSIP 9010 (422),REYNOLDS-CENTRAL SEAL A JOINT VENTURE,1112100002001,2020-02-21,77000.0,77000.0
Bridge Asset Management,District 11,Various,205159,11-10002.00,"STP, BRZ",,STP BRZ 9030 (156),M&M SERVICES CO INC,BR00710411900,2020-02-21,965348.0,256538.84
Bridge Asset Management,District 11,Various,205159,08-10002.00,"STP, BRZ",,STP BRZ 9030 (160),M&M SERVICES CO INC,BR07410441900,2020-02-21,965348.0,405755.26
Bridge Asset Management,District 11,Various,205159,11-10037.00,"STP, BRZ",,STP BRZ 9030 (259),M&M SERVICES CO INC,BR11814621900,2020-02-21,965348.0,303053.9
Pavement Asset Management,District 11,Harlan,202032,,,FD05,FD05 048 0421 003-008,AMERICAN PAVEMENTS INC,MP04804211904,2020-01-24,539825.92,539825.92
Miscellaneous,District 11,Various,202011,,,FE01,FE01 121 DW20 0110000,REYNOLDS-CENTRAL SEAL A JOINT VENTURE,MP12100002011,2020-01-24,2190000.0,2190000.01
Miscellaneous,District 11,Knox,202040,,,FE06,FE06 061 0011 005-006,JAG INC,MP06100112002,2020-01-24,139778.25,99383.75
Miscellaneous,District 11,Knox,202040,,,FE06,FE06 061 0011 018-019,JAG INC,MP06100112001,2020-01-24,139778.25,40394.5
