"DISTRICT","COUNTY","SYP_NO","ROUTE_PREFIX","ROUTE_NO","ROUTE","TYPE_WORK","BMP","EMP","DESCRIPTION","BRIDGE_ID","ENACT_INITIAL_YEAR","ENACT_YEAR","ENACT_PHASE","FUND_CODE","RSY_FUND","RSY_YEAR","LATEST_LETTING_DATE","AWARDED","NUMBER_OF_LETTINGS"
"District 11","Leslie","11-80412.00","CR","1449","CR-1449","MINOR WIDENING(O)","0.0","4.5","Widen, resurface, and extend asphalt on CR-1449 (Leeco Road) in preparation for development of an RV park, pavilion, baseball/softball fields, housing development, and trails along the route (2026CCN)","","2026","2026","D","SPP","250000","2026","","",""
"District 11","Whitley","11-04328.00","KY","312","KY-312","SAF-GUARDRAIL(P)","1.14","1.16","INSTALL GUARDRAIL ON KY-312   IN WHITLEY COUNTY","","2020","2026","C","GR","10000","2026","","",""
"District 11","Whitley","11-04337.00","KY","727","KY-727","SAF-GUARDRAIL(P)","0.7","0.76","INSTALL GUARDRAIL ON KY-727   IN WHITLEY COUNTY","","2020","2026","C","GR","20000","2026","","",""
"District 11","Whitley","11-04363.00","KY","836","KY-836","SAF-GUARDRAIL(P)","1.29","1.33","INSTALL GUARDRAIL ON KY-836   IN WHITLEY COUNTY","","2020","2026","C","GR","20000","2026","","",""
"District 11","Whitley","11-04389.00","KY","204","KY-204","SAF-GUARDRAIL(P)","9.24","9.28","INSTALL GUARDRAIL ON KY-204   IN WHITLEY COUNTY","","2020","2026","C","GR","10000","2026","","",""
"District 11","Whitley","11-04390.00","KY","26","KY-26","SAF-GUARDRAIL(P)","1.77","1.79","INSTALL GUARDRAIL ON KY-26   IN WHITLEY COUNTY","","2020","2026","C","GR","10000","2026","","",""
"District 11","Whitley","11-04391.00","KY","478","KY-478","SAF-GUARDRAIL(P)","2.84","3.07","INSTALL GUARDRAIL ON KY-478   IN WHITLEY COUNTY","","2020","2026","C","GR","60000","2026","","",""
"District 11","Whitley","11-04392.00","KY","856","KY-856","SAF-GUARDRAIL(P)","0.1","0.15","INSTALL GUARDRAIL ON KY-856   IN WHITLEY COUNTY","","2020","2026","C","GR","20000","2026","","",""
"District 11","Whitley","11-08954.00","PF","9999","PF-9999","NEW ROUTE(O)","","","CONSTRUCT A NEW ENTRANCE TO THE UNIVERSITY OF THE CUMBERLANDS FROM SOUTH 2ND ST UP THE HILL TO TIE INTO HUTTON WAY. (16CCN) (2024CCN)","","2016","2026","D","SPP","410000","2029","","",""
"District 11","Whitley","11-08954.00","PF","9999","PF-9999","NEW ROUTE(O)","","","CONSTRUCT A NEW ENTRANCE TO THE UNIVERSITY OF THE CUMBERLANDS FROM SOUTH 2ND ST UP THE HILL TO TIE INTO HUTTON WAY. (16CCN) (2024CCN)","","2016","2026","C","SPP","2180000","2030","","",""
"District 11","Whitley","11-08954.00","PF","9999","PF-9999","NEW ROUTE(O)","","","CONSTRUCT A NEW ENTRANCE TO THE UNIVERSITY OF THE CUMBERLANDS FROM SOUTH 2ND ST UP THE HILL TO TIE INTO HUTTON WAY. (16CCN) (2024CCN)","","2016","2026","U","SPP","70000","2030","","",""
"District 11","Whitley","11-22107.00","I","75","I-75","AM-PAVEMENT (INT)(P)","11.27","20.101","ADDRESS CONDITION OF I-075 FROM MILEPOINT 11.27 TO MILEPOINT 20.045","","2022","2026","D","NHP","2400000","2029","","",""
"District 11","Whitley","11-22107.00","I","75","I-75","AM-PAVEMENT (INT)(P)","11.27","20.101","ADDRESS CONDITION OF I-075 FROM MILEPOINT 11.27 TO MILEPOINT 20.045","","2022","2026","C","NHP","24000000","2029","","",""
"District 11","Whitley","11-80107.00","US","25","US-25","AM-BRIDGE (P)","13.3","14.6","IMPROVE SAFETY AND MOBILITY ON US 25W (MILEPOINT 13.3 TO MILEPOINT 14.6) INCLUDED IN THIS RECONSTRUCTION WILL BE APPROXIMATELY 1.3 MILES OF ROADWAY TO BE WIDENED/IMPROVED, AN APPROXIMATELY 250' BRIDGE REPLACEMENT OVER WATTS CREEK,INTERSECTIONS OF KY 26 AN","","2020","2026","C","STP","19000000","2031","","",""
"District 11","Whitley","11-80107.00","US","25","US-25","AM-BRIDGE (P)","13.3","14.6","IMPROVE SAFETY AND MOBILITY ON US 25W (MILEPOINT 13.3 TO MILEPOINT 14.6) INCLUDED IN THIS RECONSTRUCTION WILL BE APPROXIMATELY 1.3 MILES OF ROADWAY TO BE WIDENED/IMPROVED, AN APPROXIMATELY 250' BRIDGE REPLACEMENT OVER WATTS CREEK,INTERSECTIONS OF KY 26 AN","","2020","2026","R","STP","1500000","2029","","",""
"District 11","Whitley","11-80107.00","US","25","US-25","AM-BRIDGE (P)","13.3","14.6","IMPROVE SAFETY AND MOBILITY ON US 25W (MILEPOINT 13.3 TO MILEPOINT 14.6) INCLUDED IN THIS RECONSTRUCTION WILL BE APPROXIMATELY 1.3 MILES OF ROADWAY TO BE WIDENED/IMPROVED, AN APPROXIMATELY 250' BRIDGE REPLACEMENT OVER WATTS CREEK,INTERSECTIONS OF KY 26 AN","","2020","2026","D","STP","1500000","2026","","",""
"District 11","Whitley","11-80107.00","US","25","US-25","AM-BRIDGE (P)","13.3","14.6","IMPROVE SAFETY AND MOBILITY ON US 25W (MILEPOINT 13.3 TO MILEPOINT 14.6) INCLUDED IN THIS RECONSTRUCTION WILL BE APPROXIMATELY 1.3 MILES OF ROADWAY TO BE WIDENED/IMPROVED, AN APPROXIMATELY 250' BRIDGE REPLACEMENT OVER WATTS CREEK,INTERSECTIONS OF KY 26 AN","","2020","2026","U","STP","1500000","2030","","",""
"District 11","Whitley","11-80264.00","KY","92","KY-92","SAFETY(P)","9.7","10.3","RECONFIGURE EXISTING INTERSECTION OF KY 92 AND PENNY LANE TO IMPROVE SAFETY ALONG AT INTERSECTION. CONSTRUCT NEW CONNECTOR ROAD BETWEEN KY 92 AND PENNY LANE. RECONFIGURE TRAFFIC OPERATION ALONG PENNY LANE BETWEEN KY 92 AND NEW CONNECTOR ROAD (2022CCN) (20","","2022","2026","C","SPP","2000000","2028","","",""
"District 11","Whitley","11-80307.00","CR","1412","CR-1412","RESURFACING(P)","0.0","3.849","Resurfacing of High Top Road (2024CCN)","","2024","2026","C","SPP","380000","2029","","",""
"District 11","Whitley","11-80308.00","CS","1132","CS-1132","MINOR WIDENING(O)","0.0","0.6","Widen existing South 2nd street to improve geometric deficiencies along route (2024CCN)","","2024","2026","D","SPP","1040000","2029","","",""
"District 11","Whitley","11-80308.00","CS","1132","CS-1132","MINOR WIDENING(O)","0.0","0.6","Widen existing South 2nd street to improve geometric deficiencies along route (2024CCN)","","2024","2026","R","SPP","3500000","2030","","",""
"District 11","Whitley","11-80308.00","CS","1132","CS-1132","MINOR WIDENING(O)","0.0","0.6","Widen existing South 2nd street to improve geometric deficiencies along route (2024CCN)","","2024","2026","U","SPP","1500000","2030","","",""
"District 11","Whitley","11-80308.00","CS","1132","CS-1132","MINOR WIDENING(O)","0.0","0.6","Widen existing South 2nd street to improve geometric deficiencies along route (2024CCN)","","2024","2026","C","SPP","3000000","2032","","",""
"District 11","Whitley","11-80310.00","US","25","US-25","SAFETY(P)","27.0","27.6","Improve safety by lowering vertical crest on US25W and realigning High Top Road intersection with US25W (2024CCN)","","2024","2026","R","SPP","210000","2029","","",""
"District 11","Whitley","11-80310.00","US","25","US-25","SAFETY(P)","27.0","27.6","Improve safety by lowering vertical crest on US25W and realigning High Top Road intersection with US25W (2024CCN)","","2024","2026","C","SPP","400000","2031","","",""
"District 11","Whitley","11-80310.00","US","25","US-25","SAFETY(P)","27.0","27.6","Improve safety by lowering vertical crest on US25W and realigning High Top Road intersection with US25W (2024CCN)","","2024","2026","U","SPP","250000","2030","","",""
"District 11","Whitley","11-80351.00","CS","2000","CS-2000","CONGESTION MITIGTN(O)","0.0","0.682","Develop and evaluate potential intersection alternatives (including a roundabout) to improve traffic flow at the intersection of Arena Drive (CS 2000) and Corbin Center Drive. (2024CCN)","","2024","2026","R","CRP","110000","2028","","",""
"District 11","Whitley","11-80351.00","CS","2000","CS-2000","CONGESTION MITIGTN(O)","0.0","0.682","Develop and evaluate potential intersection alternatives (including a roundabout) to improve traffic flow at the intersection of Arena Drive (CS 2000) and Corbin Center Drive. (2024CCN)","","2024","2026","U","CRP","260000","2028","","",""
"District 11","Whitley","11-80351.00","CS","2000","CS-2000","CONGESTION MITIGTN(O)","0.0","0.682","Develop and evaluate potential intersection alternatives (including a roundabout) to improve traffic flow at the intersection of Arena Drive (CS 2000) and Corbin Center Drive. (2024CCN)","","2024","2026","C","CRP","1500000","2028","","",""
"District 11","Whitley","11-80353.00","I","75","I-75","MAJOR WIDENING(O)","19.2","23.5","Widen I-75 from MP 19.2 in Whitley County to MP 23.5 South of Corbin (2024CCN)","","2024","2026","D","NH","2600000","2028","","",""
"District 11","Whitley","11-80353.00","I","75","I-75","MAJOR WIDENING(O)","19.2","23.5","Widen I-75 from MP 19.2 in Whitley County to MP 23.5 South of Corbin (2024CCN)","","2024","2026","R","NH","530000","2030","","",""
"District 11","Whitley","11-80353.00","I","75","I-75","MAJOR WIDENING(O)","19.2","23.5","Widen I-75 from MP 19.2 in Whitley County to MP 23.5 South of Corbin (2024CCN)","","2024","2026","C","NH","50000000","2032","","",""
"District 11","Whitley","11-80353.00","I","75","I-75","MAJOR WIDENING(O)","19.2","23.5","Widen I-75 from MP 19.2 in Whitley County to MP 23.5 South of Corbin (2024CCN)","","2024","2026","U","NH","500000","2030","","",""
"District 11","Whitley","11-80354.00","I","75","I-75","MAJOR WIDENING(O)","14.4","19.2","Widen I-75 from MP 14.4 in Whitley County to MP 19.2 (2024CCN)","","2024","2026","R","NH","500000","2031","","",""
"District 11","Whitley","11-80354.00","I","75","I-75","MAJOR WIDENING(O)","14.4","19.2","Widen I-75 from MP 14.4 in Whitley County to MP 19.2 (2024CCN)","","2024","2026","U","NH","500000","2031","","",""
"District 11","Whitley","11-80354.00","I","75","I-75","MAJOR WIDENING(O)","14.4","19.2","Widen I-75 from MP 14.4 in Whitley County to MP 19.2 (2024CCN)","","2024","2026","D","NH","2500000","2030","","",""
"District 11","Whitley","11-80355.00","I","75","I-75","MAJOR WIDENING(O)","10.1","14.4","Widen I-75 from MP 10.1 in Whitley county to MP 14.4 (2024CCN)","","2024","2026","U","NH","500000","2032","","",""
"District 11","Whitley","11-80355.00","I","75","I-75","MAJOR WIDENING(O)","10.1","14.4","Widen I-75 from MP 10.1 in Whitley county to MP 14.4 (2024CCN)","","2024","2026","R","NH","500000","2032","","",""
"District 11","Whitley","11-80405.00","KY","92","KY-92","TRANSP ENHANCEMENT(P)","9.9","10.3","Construct southern backage road with roundabout at KY92 and implement access management west of Penny Lane. Concept 1 from the 11-1 planning study (2026CCN)","","2026","2026","U","SPP","1000000","2031","","",""
"District 11","Whitley","11-80405.00","KY","92","KY-92","TRANSP ENHANCEMENT(P)","9.9","10.3","Construct southern backage road with roundabout at KY92 and implement access management west of Penny Lane. Concept 1 from the 11-1 planning study (2026CCN)","","2026","2026","D","SPP","637000","2029","","",""
"District 11","Whitley","11-80405.00","KY","92","KY-92","TRANSP ENHANCEMENT(P)","9.9","10.3","Construct southern backage road with roundabout at KY92 and implement access management west of Penny Lane. Concept 1 from the 11-1 planning study (2026CCN)","","2026","2026","C","SPP","6370000","2032","","",""
"District 11","Whitley","11-80405.00","KY","92","KY-92","TRANSP ENHANCEMENT(P)","9.9","10.3","Construct southern backage road with roundabout at KY92 and implement access management west of Penny Lane. Concept 1 from the 11-1 planning study (2026CCN)","","2026","2026","R","SPP","1000000","2030","","",""
"District 11","Whitley","11-80406.00","US","25","US-25","CONGESTION MITIGTN(O)","32.5","33.4","Improve mobility and congestion along US25W from 14th Street to KY312. Construct roundabouts at each end of the Main StreetKentucky Avenue couplet. (2026CCN)","","2026","2026","U","SPP","50000","2031","","",""
"District 11","Whitley","11-80406.00","US","25","US-25","CONGESTION MITIGTN(O)","32.5","33.4","Improve mobility and congestion along US25W from 14th Street to KY312. Construct roundabouts at each end of the Main StreetKentucky Avenue couplet. (2026CCN)","","2026","2026","R","SPP","50000","2030","","",""
"District 11","Whitley","11-80406.00","US","25","US-25","CONGESTION MITIGTN(O)","32.5","33.4","Improve mobility and congestion along US25W from 14th Street to KY312. Construct roundabouts at each end of the Main StreetKentucky Avenue couplet. (2026CCN)","","2026","2026","C","SPP","2363000","2032","","",""
"District 11","Whitley","11-80406.00","US","25","US-25","CONGESTION MITIGTN(O)","32.5","33.4","Improve mobility and congestion along US25W from 14th Street to KY312. Construct roundabouts at each end of the Main StreetKentucky Avenue couplet. (2026CCN)","","2026","2026","D","SPP","200000","2029","","",""
"District 11","Whitley","11-80407.00","KY","727","KY-727","SAFETY(P)","3.719","4.499","Address safety and surface condition issues on KY 727 (West 5th Street) from Poplar Street to West 4th Street in Corbin. (2026CCN)","","2026","2026","U","SPP","2050000","2031","","",""
"District 11","Whitley","11-80407.00","KY","727","KY-727","SAFETY(P)","3.719","4.499","Address safety and surface condition issues on KY 727 (West 5th Street) from Poplar Street to West 4th Street in Corbin. (2026CCN)","","2026","2026","D","SPP","500000","2029","","",""
"District 11","Whitley","11-80407.00","KY","727","KY-727","SAFETY(P)","3.719","4.499","Address safety and surface condition issues on KY 727 (West 5th Street) from Poplar Street to West 4th Street in Corbin. (2026CCN)","","2026","2026","C","SPP","5500000","2032","","",""
"District 11","Whitley","11-80407.00","KY","727","KY-727","SAFETY(P)","3.719","4.499","Address safety and surface condition issues on KY 727 (West 5th Street) from Poplar Street to West 4th Street in Corbin. (2026CCN)","","2026","2026","R","SPP","1000000","2030","","",""
"District 11","Whitley","11-80408.00","KY","296","KY-296","REALIGNMENT","0.0","0.824","Address safety concerns and horizontal alignment with curve just passed Brush Arbor Road, as well as adding sidewalks to roadway. (2026CCN)","","2026","2026","D","SPP","300000","2029","","",""
"District 11","Whitley","11-80408.00","KY","296","KY-296","REALIGNMENT","0.0","0.824","Address safety concerns and horizontal alignment with curve just passed Brush Arbor Road, as well as adding sidewalks to roadway. (2026CCN)","","2026","2026","U","SPP","500000","2031","","",""
"District 11","Whitley","11-80408.00","KY","296","KY-296","REALIGNMENT","0.0","0.824","Address safety concerns and horizontal alignment with curve just passed Brush Arbor Road, as well as adding sidewalks to roadway. (2026CCN)","","2026","2026","C","SPP","3000000","2032","","",""
"District 11","Whitley","11-80408.00","KY","296","KY-296","REALIGNMENT","0.0","0.824","Address safety concerns and horizontal alignment with curve just passed Brush Arbor Road, as well as adding sidewalks to roadway. (2026CCN)","","2026","2026","R","SPP","1000000","2030","","",""
"District 11","Whitley","11-80414.00","PF","9999","PF-9999","NEW ROUTE(O)","","","Construct new access to Corbin Arena to help with ingress and egress. Memorandum of Agreement with City of Corbin to construct. (2026CCN)","","2026","2026","C","SPP","6000000","2028","","",""
"District 11","Whitley","11-80414.00","PF","9999","PF-9999","NEW ROUTE(O)","","","Construct new access to Corbin Arena to help with ingress and egress. Memorandum of Agreement with City of Corbin to construct. (2026CCN)","","2026","2026","R","SPP","650000","2027","","",""
"District 11","Whitley","11-80414.00","PF","9999","PF-9999","NEW ROUTE(O)","","","Construct new access to Corbin Arena to help with ingress and egress. Memorandum of Agreement with City of Corbin to construct. (2026CCN)","","2026","2026","D","SPP","750000","2027","","",""
"District 11","Whitley","11-80414.00","PF","9999","PF-9999","NEW ROUTE(O)","","","Construct new access to Corbin Arena to help with ingress and egress. Memorandum of Agreement with City of Corbin to construct. (2026CCN)","","2026","2026","U","SPP","415000","2028","","",""
"District 11","Whitley","11-80415.00","US","25","US-25","RECONSTRUCTION(O)","19.7","19.9","Improve safety by reconstructing intersection of US-25W and Angel Road (2026CCN)","","2026","2026","D","NH","350000","2026","","",""
"District 11","Whitley","11-80415.00","US","25","US-25","RECONSTRUCTION(O)","19.7","19.9","Improve safety by reconstructing intersection of US-25W and Angel Road (2026CCN)","","2026","2026","C","NH","1250000","2030","","",""
"District 11","Whitley","11-80415.00","US","25","US-25","RECONSTRUCTION(O)","19.7","19.9","Improve safety by reconstructing intersection of US-25W and Angel Road (2026CCN)","","2026","2026","R","NH","500000","2029","","",""
"District 11","Whitley","11-80415.00","US","25","US-25","RECONSTRUCTION(O)","19.7","19.9","Improve safety by reconstructing intersection of US-25W and Angel Road (2026CCN)","","2026","2026","U","NH","300000","2029","","",""
"District 11","Whitley","11-80416.00","US","25","US-25","RECONSTRUCTION(O)","27.3","27.35","Improve safety by rescontructing intersection of US-25W and Hightop Road (2026CCN)","","2026","2026","R","NH","500000","2030","","",""
"District 11","Whitley","11-80416.00","US","25","US-25","RECONSTRUCTION(O)","27.3","27.35","Improve safety by rescontructing intersection of US-25W and Hightop Road (2026CCN)","","2026","2026","D","NH","400000","2029","","",""
"District 11","Whitley","11-80416.00","US","25","US-25","RECONSTRUCTION(O)","27.3","27.35","Improve safety by rescontructing intersection of US-25W and Hightop Road (2026CCN)","","2026","2026","U","NH","300000","2031","","",""
"District 11","Whitley","11-80416.00","US","25","US-25","RECONSTRUCTION(O)","27.3","27.35","Improve safety by rescontructing intersection of US-25W and Hightop Road (2026CCN)","","2026","2026","C","NH","1250000","2032","","",""
"District 11","Whitley","11-80417.00","CR","1305","CR-1305","CONGESTION MITIGTN(O)","0.0","0.45","Safety improvements & congestion relief on KY92 by providing circulation through the corridor (2026CCN)","","2026","2026","R","SPP","1357000","2029","","",""
"District 11","Whitley","11-80417.00","CR","1305","CR-1305","CONGESTION MITIGTN(O)","0.0","0.45","Safety improvements & congestion relief on KY92 by providing circulation through the corridor (2026CCN)","","2026","2026","D","SPP","637000","2026","","",""
"District 11","Whitley","11-80417.00","CR","1305","CR-1305","CONGESTION MITIGTN(O)","0.0","0.45","Safety improvements & congestion relief on KY92 by providing circulation through the corridor (2026CCN)","","2026","2026","U","SPP","1000000","2029","","",""
"District 11","Whitley","11-80417.00","CR","1305","CR-1305","CONGESTION MITIGTN(O)","0.0","0.45","Safety improvements & congestion relief on KY92 by providing circulation through the corridor (2026CCN)","","2026","2026","C","SPP","6370000","2030","","",""
"District 11","Whitley","11-80418.00","KY","727","KY-727","SAFETY(P)","0.0","1.4","Improve safety by correcting substandard geometry (2026CCN)","","2026","2026","R","SPP","2000000","2030","","",""
"District 11","Whitley","11-80418.00","KY","727","KY-727","SAFETY(P)","0.0","1.4","Improve safety by correcting substandard geometry (2026CCN)","","2026","2026","C","SPP","3500000","2032","","",""
"District 11","Whitley","11-80418.00","KY","727","KY-727","SAFETY(P)","0.0","1.4","Improve safety by correcting substandard geometry (2026CCN)","","2026","2026","D","SPP","1000000","2029","","",""
"District 11","Whitley","11-80418.00","KY","727","KY-727","SAFETY(P)","0.0","1.4","Improve safety by correcting substandard geometry (2026CCN)","","2026","2026","U","SPP","2250000","2031","","",""
"District 11","Whitley","11-80427.00","US","25","US-25","CONGESTION MITIGTN(O)","30.0","32.1","Intersection Improvements on 18th Street (US 25W) (2026CCN)","","2026","2026","D","SPP","150000","2027","","",""
"District 11","Whitley","11-80427.00","US","25","US-25","CONGESTION MITIGTN(O)","30.0","32.1","Intersection Improvements on 18th Street (US 25W) (2026CCN)","","2026","2026","C","SPP","500000","2029","","",""
"District 11","Whitley","11-80427.00","US","25","US-25","CONGESTION MITIGTN(O)","30.0","32.1","Intersection Improvements on 18th Street (US 25W) (2026CCN)","","2026","2026","R","SPP","1000000","2027","","",""
"District 11","Whitley","11-80427.00","US","25","US-25","CONGESTION MITIGTN(O)","30.0","32.1","Intersection Improvements on 18th Street (US 25W) (2026CCN)","","2026","2026","U","SPP","295000","2029","","",""
"District 11","Whitley","11-80428.00","KY","312","KY-312","DRAINAGE IMPROVE(P)","0.0","0.9","Convert Master Street (KY 312) from rural to urban section with curb, gutter and storm sewers. (2026CCN)","","2026","2026","C","SPP","1600000","2031","","",""
"District 11","Whitley","11-80428.00","KY","312","KY-312","DRAINAGE IMPROVE(P)","0.0","0.9","Convert Master Street (KY 312) from rural to urban section with curb, gutter and storm sewers. (2026CCN)","","2026","2026","D","SPP","250000","2029","","",""
"District 11","Whitley","11-80428.00","KY","312","KY-312","DRAINAGE IMPROVE(P)","0.0","0.9","Convert Master Street (KY 312) from rural to urban section with curb, gutter and storm sewers. (2026CCN)","","2026","2026","U","SPP","1330000","2030","","",""
"District 11","Whitley","11-80428.00","KY","312","KY-312","DRAINAGE IMPROVE(P)","0.0","0.9","Convert Master Street (KY 312) from rural to urban section with curb, gutter and storm sewers. (2026CCN)","","2026","2026","R","SPP","250000","2030","","",""
"District 11","Whitley","11-80430.00","CS","2212","CS-2212","REALIGNMENT","0.18","0.2","Sight distance improvement on Depot Street (CS 2212) (2026CCN)","","2026","2026","U","SPP","500000","2027","","",""
"District 11","Whitley","11-80430.00","CS","2212","CS-2212","REALIGNMENT","0.18","0.2","Sight distance improvement on Depot Street (CS 2212) (2026CCN)","","2026","2026","R","SPP","75000","2027","","",""
"District 11","Whitley","11-80430.00","CS","2212","CS-2212","REALIGNMENT","0.18","0.2","Sight distance improvement on Depot Street (CS 2212) (2026CCN)","","2026","2026","C","SPP","500000","2027","","",""
"District 11","Whitley","11-80430.00","CS","2212","CS-2212","REALIGNMENT","0.18","0.2","Sight distance improvement on Depot Street (CS 2212) (2026CCN)","","2026","2026","D","SPP","100000","2026","","",""
"District 11","Whitley","11-80431.00","CS","2028","CS-2028","CONGESTION MITIGTN(O)","0.16","0.182","Re-establish Frank Selvy Way (CS 2180) as 14 feet one way vehicular lane, relocate pole near Barbourville St. Bridge and intersection improvements at Roy Kidd Ave and South Laurel Ave. (2026CCN)","","2026","2026","R","SPP","80000","2027","","",""
"District 11","Whitley","11-80431.00","CS","2028","CS-2028","CONGESTION MITIGTN(O)","0.16","0.182","Re-establish Frank Selvy Way (CS 2180) as 14 feet one way vehicular lane, relocate pole near Barbourville St. Bridge and intersection improvements at Roy Kidd Ave and South Laurel Ave. (2026CCN)","","2026","2026","C","SPP","300000","2028","","",""
"District 11","Whitley","11-80431.00","CS","2028","CS-2028","CONGESTION MITIGTN(O)","0.16","0.182","Re-establish Frank Selvy Way (CS 2180) as 14 feet one way vehicular lane, relocate pole near Barbourville St. Bridge and intersection improvements at Roy Kidd Ave and South Laurel Ave. (2026CCN)","","2026","2026","D","SPP","100000","2026","","",""
"District 11","Whitley","11-80431.00","CS","2028","CS-2028","CONGESTION MITIGTN(O)","0.16","0.182","Re-establish Frank Selvy Way (CS 2180) as 14 feet one way vehicular lane, relocate pole near Barbourville St. Bridge and intersection improvements at Roy Kidd Ave and South Laurel Ave. (2026CCN)","","2026","2026","U","SPP","150000","2027","","",""
"District 11","Whitley","11-80432.00","CS","2017","CS-2017","DRAINAGE IMPROVE(P)","0.34","0.41","Improve curb and gutter on 7th Street from Steele Street to Sycamore Avenue (2026CCN)","","2026","2026","R","SPP","25000","2029","","",""
"District 11","Whitley","11-80432.00","CS","2017","CS-2017","DRAINAGE IMPROVE(P)","0.34","0.41","Improve curb and gutter on 7th Street from Steele Street to Sycamore Avenue (2026CCN)","","2026","2026","D","SPP","100000","2029","","",""
"District 11","Whitley","11-80432.00","CS","2017","CS-2017","DRAINAGE IMPROVE(P)","0.34","0.41","Improve curb and gutter on 7th Street from Steele Street to Sycamore Avenue (2026CCN)","","2026","2026","U","SPP","145000","2029","","",""
"District 11","Whitley","11-80432.00","CS","2017","CS-2017","DRAINAGE IMPROVE(P)","0.34","0.41","Improve curb and gutter on 7th Street from Steele Street to Sycamore Avenue (2026CCN)","","2026","2026","C","SPP","200000","2029","","",""
